user,item,rating
A2CJVLER896Q7L,B0002GXV3A,5.0
A3IICSS30MRX9M,B0002GXV3A,3.0
ANAKK5KNUAP17,B0002GXV3A,5.0
A25ZBYVW8ZINLM,B0002GXX1U,5.0
A3UETHIJBL6MCV,B0002GXYFU,5.0
A1EX4410F46C8O,B0002GXZD6,4.0
A28H1NW7R7AWW6,B0002GXZK4,5.0
A3V1RPFR969KMM,B0002GXZK4,5.0
AG3PVU7DCXZTK,B0002GXZK4,5.0
AEUG4DYQZJ64Z,B0002GXZK4,3.0
A202CZ4PJH83G4,B0002GY0Z8,5.0
A3E0CF25A7LD2,B0002GY0Z8,5.0
A21CRUTEAT9NE0,B0002GY10M,4.0
A1Q6658P5Z5VWZ,B0002GY10M,5.0
AX2X0I6NZ32ZQ,B0002GY17K,5.0
ASCOQL6HNN0OE,B0002GY6UM,5.0
A2PIJ5DYDK8TXV,B0002GY7MO,5.0
A2UX9BF36MYEXK,B0002GY7MO,5.0
A1GFJJ7Q9RVNX4,B0002GY7P6,5.0
A319B090A2POEB,B0002GY89G,5.0
ADH0O8UVJOT10,B0002GY986,5.0
A1B3CNORXB1USI,B0002GYDCS,3.0
A3SMT15X2QVUR8,B0002GYFL2,5.0
A1BCRHGUE3ZWEU,B0002GYH2E,5.0
A1YP96MT6W9FTB,B0002GYHZQ,5.0
A2I7KTCQGLOI50,B0002GYSNC,4.0
A37HQS636V4VPL,B0002GYSNC,5.0
A1EUO0BU72JR7T,B0002GYW4C,5.0
ATJQOAUHB5XB8,B0002GYW4C,5.0
A34O0KQV4QXWNQ,B0002GYW4C,5.0
A3FQ9WYUHG9CD,B0002GYW4C,4.0
AG8FGAIPRBKIR,B0002GYW4C,5.0
A2Z548GT5948WH,B0002GYW4C,2.0
A1GMWTGXW682GB,B0002GYW4C,5.0
A3PGVJF37JSHFO,B0002GYW4C,4.0
A202CZ4PJH83G4,B0002GYW4C,5.0
A2C46HQIZLYJUC,B0002GYW4C,5.0
A3E0CF25A7LD2,B0002GYW4C,3.0
A3VINMY1DIEHL7,B0002GYX50,5.0
A136IQFGB01KQB,B0002GYX50,2.0
A10044ECXDUVKS,B0002GYX5K,5.0
A3VINMY1DIEHL7,B0002GYXFA,5.0
A3VINMY1DIEHL7,B0002GYXL4,5.0
A2CMX45JPSCTUJ,B0002GYYCW,5.0
A67OJZLHBBUQ9,B0002GYYD6,5.0
A1SD1C8XK3Z3V1,B0002GYYD6,5.0
A2PFX6WO88KTYB,B0002GYYD6,5.0
A2CMX45JPSCTUJ,B0002GYYD6,4.0
A5ZS85C5V40S8,B0002GYYDG,5.0
AZ0LJNEP2VRD1,B0002GYYDG,5.0
A67OJZLHBBUQ9,B0002GYYDQ,5.0
A1SD1C8XK3Z3V1,B0002GYYDQ,3.0
A2CMX45JPSCTUJ,B0002GYYDQ,5.0
AWLVQ1NSU3LDS,B0002GYYEA,4.0
A13T4T3QOSII3I,B0002GYYFO,4.0
A1V6HQU4HK2CIS,B0002GYYHM,4.0
A3AT69S9R8ZWGT,B0002GYYHM,5.0
A3J8U952XAL34Z,B0002GYYI6,5.0
A5ZS85C5V40S8,B0002GYYI6,4.0
A2744KNJHWVXMZ,B0002GYYRW,2.0
AM8M5BAQRIXY5,B0002GYYTK,5.0
A3USVXMH3QNRLG,B0002GYZBC,5.0
A396ELNTQDFYPO,B0002GYZLW,2.0
A16ZKUFXHXQFW5,B0002GZ03O,5.0
A16ZKUFXHXQFW5,B0002GZ04S,5.0
ATB2PLCVQ2XC9,B0002GZ052,5.0
A1JN3UIUZAHF7V,B0002GZ052,5.0
A15AWN40KRTLAX,B0002GZ052,5.0
A1CL807EOUPVP1,B0002GZ052,5.0
ABD3RIPEJAKZY,B0002GZ05C,5.0
AD5DCUFO9N6F1,B0002GZ05C,5.0
A1YTMYDNMTQXLE,B0002GZ05C,5.0
A3SM33K83I1CGA,B0002GZ05C,3.0
A2J4UAF6RW13WK,B0002GZ0N4,3.0
A3AOPVQ7EZHTWA,B0002GZ64M,5.0
A1MAQQXJZTMSKT,B0002GZ8V8,4.0
A2PN3GY7I3EKC1,B0002GZBLU,5.0
A13T4T3QOSII3I,B0002GZBLU,5.0
A2BZQNBV8UDZ2C,B0002GZBLU,5.0
A85AE6BNHXAXR,B0002GZBLU,5.0
AZAYBFPLEDFL7,B0002GZBNS,5.0
A24JUT24W1K3CV,B0002GZBNS,3.0
A1SJ32WZWVEI61,B0002GZBNS,5.0
A2RVY2GDMZHH4,B0002GZBNS,3.0
A15RRJL2HT44J4,B0002GZBO2,5.0
AHBB804HUX6O,B0002GZBXI,5.0
A1KF61HK8BM4D2,B0002GZCSM,5.0
AGYH5U11ZKPFB,B0002GZD5Y,5.0
A1358WVA02SPNC,B0002GZHPA,5.0
A17RFKCYS69M3Y,B0002GZHPU,3.0
A3HN470MGR70D2,B0002GZISG,4.0
A34IJACMU8C3IM,B0002GZKWU,4.0
ABZYVME9NYCQG,B0002GZLV0,5.0
A1OBQE8P47QQNE,B0002GZLY2,5.0
AL391IKGQ8SB,B0002GZLY2,5.0
A2L7WYA5OENV03,B0002GZLY2,4.0
A1HTV2563HTSQV,B0002GZLZG,5.0
AIDQS5NN1IO7B,B0002GZLZQ,5.0
A205483DF7XVDE,B0002GZLZQ,4.0
A3AT69S9R8ZWGT,B0002GZLZQ,5.0
A4BTCECGQAIUI,B0002GZM00,4.0
A1WJVU9KICHFI,B0002GZM00,4.0
A2IBPI20UZIR0U,B0002GZM00,5.0
A3CG1XH8G9AFSK,B0002GZM00,5.0
A1L7M2JXN4EZCR,B0002GZM00,4.0
A3AGHEETVTCBQI,B0002GZM00,5.0
A1SD1C8XK3Z3V1,B0002GZM00,5.0
A3MW5BXUOCCQV0,B0002GZM00,5.0
A31B0LYT2C92SN,B0002GZM00,5.0
A3AT69S9R8ZWGT,B0002GZM00,5.0
A3AGHEETVTCBQI,B0002GZMYG,5.0
A1KMOA0GB9LS6R,B0002GZNQS,4.0
A3FTEM0VI81G1U,B0002GZOS0,5.0
AHU5IGRE16ZQ5,B0002GZOS0,5.0
A21Q29J3ZWPDNP,B0002GZQ1U,5.0
A1EX4410F46C8O,B0002GZQ1U,4.0
A1HTV2563HTSQV,B0002GZQ1U,5.0
A1BD73IAW04XMZ,B0002GZQ1U,5.0
A2VDM2WKIENPU0,B0002GZQEM,4.0
A319B090A2POEB,B0002GZQGU,5.0
A29PCNCYML6HJN,B0002GZQGU,5.0
A3ZBLSAPZB9LE,B0002GZQGU,5.0
A29W8EFYRNFCTJ,B0002GZSI6,3.0
A396ELNTQDFYPO,B0002GZSJK,4.0
A10T4HELAKMQF,B0002GZSL8,5.0
A3GX19GDJF965P,B0002GZSMW,5.0
A2D0F87RY5YMHN,B0002GZSNG,5.0
A2X64F7DOMZO23,B0002GZSNG,5.0
A3SMT15X2QVUR8,B0002GZSQ8,5.0
A2V4A3QW67JPQW,B0002GZSWW,5.0
A136M3QYHUVN9A,B0002GZSWW,5.0
A19OOIXU7I2DVJ,B0002GZSWW,5.0
A3G6P4SJ8SYH9F,B0002GZTT4,5.0
AMVC9WTXYKNJ1,B0002GZTT4,4.0
A2W7M00WSI4JND,B0002GZTT4,4.0
A2BZQNBV8UDZ2C,B0002GZTT4,4.0
A3VPJNX40SBP1M,B0002GZTT4,4.0
A39AHVCXPI87Y3,B0002GZU0C,5.0
AOMEH9W6LHC4S,B0002GZU9I,5.0
A3JUQ2E799OC5B,B0002GZUTI,5.0
A1M4PLIMMFF06,B0002GZUTI,5.0
A1LS2UXHG1BYRG,B0002GZV9M,5.0
A3OERS47WQO5AJ,B0002GZV9M,5.0
A31GQ2U36G30IG,B0002GZV9M,2.0
A1F35QPYG5DMTV,B0002GZV9M,1.0
A2OO90IPJWOIL2,B0002GZV9M,4.0
A21BMX5GT45BG9,B0002GZVGU,5.0
A2CMX45JPSCTUJ,B0002GZXN6,3.0
A1T9A8YD2FU9UF,B0002H00ZQ,5.0
ABIFYTCN8DOZ,B0002H02IG,5.0
A1EFMEZJESPF76,B0002H02IG,4.0
A1Q1X761G859ZD,B0002H02IG,5.0
A2I9SZ9A7Y3I4G,B0002H02IG,4.0
A2Y8JW5NSY95OL,B0002H02IG,5.0
ATJQOAUHB5XB8,B0002H03YY,4.0
A1JN3UIUZAHF7V,B0002H03YY,5.0
A2VWNZNFV8QCP0,B0002H03YY,5.0
A14BICJ93WO926,B0002H04NE,5.0
AMVC9WTXYKNJ1,B0002H04NE,4.0
A13T4T3QOSII3I,B0002H04NE,5.0
A3RHT4KI3H5TVH,B0002H04NE,5.0
A2BZQNBV8UDZ2C,B0002H04NE,5.0
A1MAQQXJZTMSKT,B0002H04NE,4.0
AC4U4MEY3NKM4,B0002H04O8,5.0
A31PEMQOQGFEAZ,B0002H04O8,5.0
A3MB3R5IC4IW1B,B0002H05BA,5.0
A26DC4NSWUURWF,B0002H05C4,5.0
AKERVCCP692MU,B0002H06K0,5.0
ANVQ2KPZUNR4R,B0002H06X2,5.0
A1C0O09LOLVI39,B0002H07BI,5.0
A26DC4NSWUURWF,B0002H07CM,5.0
A16FNRY0AK3MUL,B0002H07CW,5.0
A1MAQQXJZTMSKT,B0002H07EU,4.0
A3KDRLIBWILPMJ,B0002H08UI,5.0
A3BXHAK4MBSJB9,B0002H09OI,5.0
A15N3ETU8WWAUB,B0002H09OI,2.0
A14BICJ93WO926,B0002H0A3S,5.0
A12SSZIN555FTL,B0002H0A3S,2.0
A2XSWF2AJSXQZB,B0002H0A3S,5.0
A165EMA3YTIM6A,B0002H0A3S,4.0
A2605LYSN10W9,B0002H0A3S,5.0
AB39UO500J4EP,B0002H0A3S,5.0
A2FCEH4VOA71GU,B0002H0A3S,4.0
A3OXHLG6DIBRW8,B0002H0A3S,5.0
A3BTH66WVCQAM9,B0002H0A3S,5.0
A35QFQI0M46LWO,B0002H0A3S,5.0
A3G6P4SJ8SYH9F,B0002H0A3S,5.0
A37A41GWQFMK3D,B0002H0A3S,4.0
A36LJ3SYZQ09JK,B0002H0A3S,5.0
A31GQ2U36G30IG,B0002H0A3S,5.0
A1CKZGG8OQ2DTS,B0002H0A3S,5.0
A2SS4R4VFD42SX,B0002H0A3S,5.0
A1NAA1R38JSNHV,B0002H0A3S,5.0
A19SEZVIVAMGVZ,B0002H0A3S,5.0
A14A2JX80Z3GP3,B0002H0A3S,5.0
A2GRXMVIP2DAPB,B0002H0A3S,4.0
ANWKNHL5AJPSJ,B0002H0A3S,5.0
A2053ZJUGCKUA5,B0002H0A3S,5.0
A2D0F87RY5YMHN,B0002H0A3S,5.0
A1I01MN4UTLCQS,B0002H0A3S,5.0
A2PFX6WO88KTYB,B0002H0A3S,4.0
A2T2SAJS88MYU4,B0002H0A3S,5.0
A46D3MTB5LIUY,B0002H0A3S,5.0
A13DXD5OL9A9UF,B0002H0A3S,5.0
A36P367G4ZH6Z0,B0002H0A3S,5.0
AMP0Z3DR4RCH7,B0002H0A3S,3.0
A2F9CJMZL8RV5X,B0002H0A3S,5.0
A18MMME07XZLYO,B0002H0A3S,5.0
A394SBIRC4A8S9,B0002H0A3S,5.0
A16UCWYG4924HH,B0002H0BZU,5.0
AY62TN9VGKI2Z,B0002H0BZU,4.0
A3MZ32748LR7U1,B0002H0C54,5.0
A1PLZRS9YGDOSU,B0002H0CIG,3.0
A1GMWTGXW682GB,B0002H0DF8,4.0
A2910Q67HYWNLA,B0002H0F4M,5.0
AD1QNNGEOMVHU,B0002H0FJ2,5.0
A25J3RX2LN6F75,B0002H0GF0,4.0
A164QMTTJ84FL0,B0002H0GF0,4.0
AKPVT396SPLII,B0002H0GF0,4.0
AXIJQPZCJN6XY,B0002H0H0E,5.0
AGYH5U11ZKPFB,B0002H0H0E,5.0
A1ZV3RNQH852U2,B0002H0H4A,5.0
A1UMM894XSEO4F,B0002H0H4A,4.0
A2H629SI5VJGRM,B0002H0H68,5.0
A17MLUII03C5JP,B0002H0H68,5.0
AF0V1Q3MONVKS,B0002H0HLI,5.0
A17CU1D2CWXOHB,B0002H0J84,5.0
A2RVY2GDMZHH4,B0002H0J9I,4.0
A397XFZ1NW54H5,B0002H0JA2,5.0
A1JQM8VTA9JJB8,B0002H0JZ2,3.0
A1SIC9WHOSPJZ7,B0002H0JZ2,5.0
A4BTCECGQAIUI,B0002H0JZC,4.0
A1UMM894XSEO4F,B0002H0JZC,5.0
ARIYXOZC4VNS1,B0002H0KEC,5.0
AJGIN15VFGXBG,B0002H0KG0,5.0
A1LISLP14OYQG,B0002H0KG0,5.0
A3UXW18DP4WSD6,B0002H0KG0,4.0
A7KIY7RDFHRN9,B0002H0KG0,4.0
ANVQ2KPZUNR4R,B0002H0KH4,5.0
ADH0O8UVJOT10,B0002H0LL4,5.0
A1SD1C8XK3Z3V1,B0002H0LQO,5.0
A3UXW18DP4WSD6,B0002H0LQO,5.0
A1MAQQXJZTMSKT,B0002H0LQO,5.0
AVF06892OWGJU,B0002H0LQO,5.0
A2B0RSW5VDCEL4,B0002H0M7W,5.0
A3VQDMX4EELBJO,B0002H0MSG,5.0
A781ITP3HE2N5,B0002H0N26,4.0
A1H55L0BLPCWYF,B0002H0N76,5.0
A118PM0B1PGWDA,B0002H0N76,5.0
A2C46HQIZLYJUC,B0002H0N76,5.0
A1H55L0BLPCWYF,B0002H0NOE,5.0
A91PW87FR65XH,B0002H0NOE,4.0
A15N3ETU8WWAUB,B0002H0ODE,5.0
A3PL7EEEUEX279,B0002H0PKQ,5.0
A3NRNJN4GAQ2V6,B0002H0QE6,5.0
A1D0MM84A9BV49,B0002H0QE6,5.0
A3N0P5AAMP6XD2,B0002H0RCW,5.0
A319B090A2POEB,B0002H0RFY,5.0
ALMF1J8U7ESME,B0002H0RR2,3.0
AXRQEJIUZ6O8C,B0002H0RRW,5.0
A2VUJIAXDW619B,B0002H0RSQ,4.0
ALMF1J8U7ESME,B0002H0RT0,3.0
AXRQEJIUZ6O8C,B0002H0RTA,5.0
A2A039TZMZHH9Y,B0002H0RTA,4.0
AOGI3TISX5IK4,B0002H0RUE,3.0
A2VUJIAXDW619B,B0002H0RUE,4.0
AXRQEJIUZ6O8C,B0002H0RUO,5.0
AVF06892OWGJU,B0002H0RUY,5.0
A1FYC1758Q4FX9,B0002H0RXQ,5.0
AVF06892OWGJU,B0002H0S7Q,4.0
A2F9CJMZL8RV5X,B0002H0S9E,5.0
A2F9CJMZL8RV5X,B0002H0SAI,2.0
A3FQ9WYUHG9CD,B0002H0SKS,5.0
A1GMWTGXW682GB,B0002H0SKS,5.0
AVF06892OWGJU,B0002H0SS0,5.0
AVF06892OWGJU,B0002H0SSA,5.0
A3OGCCB0Z7BW44,B0002H0SSK,3.0
A1HTV2563HTSQV,B0002H0SX0,1.0
A3SMT15X2QVUR8,B0002HACDG,5.0
AR6CAR106LX2Y,B0002HLL86,5.0
AB39UO500J4EP,B0002HLL8G,5.0
A2053ZJUGCKUA5,B0002HLL8G,5.0
A1BCRHGUE3ZWEU,B0002HLL8G,5.0
A2Q8HEWTM998RT,B0002HU8I0,4.0
AFDJHGY4IDS9U,B0002HUXYO,5.0
A38JR7ANL46IYW,B0002I1CEI,3.0
A1MI9FDCNB3CMR,B0002I1CFM,5.0
A31WFVQSH31MAE,B0002I1CKC,2.0
A2M5IWPATL2QVY,B0002I1EOQ,5.0
A3K385MH40QAKK,B0002I1F6I,1.0
ANAKK5KNUAP17,B0002I6JE6,5.0
A1YP96MT6W9FTB,B0002I8Y6W,5.0
A26XO77O4UZAM1,B0002I8Y6W,4.0
A3HEB2W1KSBLLB,B0002I8Y6W,3.0
A1VP36NH22YNBR,B0002I8Y6W,3.0
A1LISLP14OYQG,B0002I8Y76,4.0
A26XO77O4UZAM1,B0002I8Y8U,5.0
A26XO77O4UZAM1,B0002I8Y9Y,5.0
A1LISLP14OYQG,B0002I8YGM,5.0
A3KDRLIBWILPMJ,B0002I8YGW,5.0
A26XO77O4UZAM1,B0002I8YH6,5.0
A1LISLP14OYQG,B0002I8YH6,5.0
AWHL379EE14K7,B0002I9PH4,5.0
A2OL5WLCNZVD9K,B0002I9PH4,5.0
A4BTCECGQAIUI,B0002IAJ56,4.0
A2A039TZMZHH9Y,B0002IAJ56,5.0
A2IBPI20UZIR0U,B0002IAJ56,5.0
A3BTH66WVCQAM9,B0002IAJ56,5.0
AG3PVU7DCXZTK,B0002IAJ56,5.0
A27P11VFKMMEY0,B0002IAJ56,4.0
A3OJ0RGAECAGH8,B0002IAJ56,3.0
A1SD1C8XK3Z3V1,B0002IAJ56,5.0
AT965BTKKNVDS,B0002IAJ56,5.0
AGYH5U11ZKPFB,B0002IAJ56,5.0
A1V7G6OGGW7AGA,B0002IAJ56,5.0
A2XVE2J5WGCSGX,B0002IAJ6K,5.0
A2L0GT1DB2RRS4,B0002IBTXC,5.0
A3KDRLIBWILPMJ,B0002IHDYG,5.0
A4BTCECGQAIUI,B0002IHFVM,3.0
A1WJVU9KICHFI,B0002IHFVM,4.0
A14CQY582WMP7O,B0002IHFVM,4.0
A2SF1UKJTY5I8S,B0002IHFVM,5.0
A39KDVU5JAXJIF,B0002IHFVM,5.0
A2074KEJGRYJV4,B0002IHFVM,2.0
ASGRCZLCNBELE,B0002IHFVM,5.0
A1ARIIDS0IPYLC,B0002IHFVM,4.0
A1ZV6MJC2GKFPD,B0002IHFVM,5.0
A2FDH92UY54XQT,B0002IHFVM,4.0
A4XWMOFB1HY04,B0002IHFVM,4.0
AYQCAPXJ81XTN,B0002IHFVM,5.0
A2IO7G9QJWQZZF,B0002IHFVM,5.0
A2B78RXJ2PB6ZD,B0002IHFVM,3.0
A1BUTC3SA3ZJ10,B0002IHFVM,5.0
A1MAQQXJZTMSKT,B0002IHFVM,5.0
A25QPZOMZTFFV8,B0002IHGB6,5.0
ARVOD56ZRRCBG,B0002IHGX4,5.0
A3SM33K83I1CGA,B0002IHGXY,3.0
A2OO90IPJWOIL2,B0002IHGYI,5.0
ATJQOAUHB5XB8,B0002IHGZC,5.0
A34O0KQV4QXWNQ,B0002IHGZC,4.0
A2LT4IBMOEUF3R,B0002IHGZC,5.0
AWLVQ1NSU3LDS,B0002IHGZC,5.0
A3KBFCPNQ58YK4,B0002IHGZC,5.0
A2EV5WLQQAK4M5,B0002IHGZC,5.0
A21CRUTEAT9NE0,B0002IHNA0,3.0
A3MR3VP28MSFUG,B0002IHP0S,4.0
ALV33FTOC032I,B0002IHP0S,5.0
A1MH0P8PE6AT4P,B0002IHP0S,5.0
A46D3MTB5LIUY,B0002IHP0S,5.0
A18XUS08KE0ZOO,B0002II6LK,5.0
A14XXL4GMWSI47,B0002II6V0,1.0
A3C499JGS2917N,B0002II6V0,5.0
A26GUM1C5M1E51,B0002II6V0,5.0
A2XKROL6XBFHT3,B0002II6V0,5.0
A1C0O09LOLVI39,B0002II6V0,5.0
A30H8ACW807Q2F,B0002II6V0,2.0
ANVQ2KPZUNR4R,B0002II6V0,4.0
A2C46HQIZLYJUC,B0002II6V0,1.0
A26GUM1C5M1E51,B0002II728,5.0
A1C0O09LOLVI39,B0002II728,5.0
A1ZYRFIT30A890,B0002II7GO,4.0
A828MKX7XSRVF,B0002II7H8,5.0
A1UQWB231DP5F1,B0002II7H8,5.0
A2C46HQIZLYJUC,B0002II7H8,5.0
AJCHGS1GND4OA,B0002II7WS,5.0
A26DC4NSWUURWF,B0002II7WS,4.0
A3TS1YJX28IW7Q,B0002II7WS,5.0
AFS3FQR5JSDVJ,B0002II7WS,5.0
A3SMT15X2QVUR8,B0002II868,5.0
A3SMT15X2QVUR8,B0002II86I,5.0
AI6PW7FQE5Z9S,B0002II98A,5.0
ARQ4B2B1XKNCA,B0002II98A,5.0
AKSG20BXPM1N3,B0002II98K,5.0
A2BUQ240COLAOP,B0002II99E,4.0
A1JBUBTQ48ITN4,B0002IJ69Q,4.0
A2Z1BOQPVQK2M4,B0002IKZPA,5.0
A3L9A7JLC3PFLB,B0002IKZPA,3.0
A3SCHTL1UWV5J7,B0002IL37Y,5.0
A2FFJCRIYMCVCZ,B0002IL3RO,4.0
A2OL5WLCNZVD9K,B0002IL4TG,5.0
A3PGVJF37JSHFO,B0002IL5TA,4.0
A3HMFQWM9Q21SD,B0002IL6ZS,5.0
A5QDZEOIMQ4LW,B0002INL56,5.0
A1LHJ3X31Y0WE6,B0002IOXU8,4.0
A3SMT15X2QVUR8,B0002IP47O,5.0
AUQP0COFN7607,B0002IP47Y,5.0
A67OJZLHBBUQ9,B0002IP47Y,5.0
A3SMT15X2QVUR8,B0002IP47Y,5.0
A67OJZLHBBUQ9,B0002IP49C,5.0
A3GGYUI3FORTTN,B0002IP49C,5.0
A3J92SGND5U8KQ,B0002IP49C,4.0
A3I3AUQRHLYYBJ,B0002IP4A6,5.0
A67OJZLHBBUQ9,B0002IP4AQ,5.0
AVGP8PRAJGEAX,B0002IP4BA,5.0
AQF42UFHSOCMD,B0002IP4VU,4.0
A1U60H9JC7QIOV,B0002IQAQ8,5.0
A1U60H9JC7QIOV,B0002IQM8O,5.0
A396ELNTQDFYPO,B0002IQMD4,5.0
A1U60H9JC7QIOV,B0002IQMD4,4.0
A1OB5L3WMHJAD9,B0002IQMO8,5.0
A2Z125PVH4WZE7,B0002IS00C,5.0
A2TAPL67U2A5HM,B0002IS01G,4.0
AKT8TGIT6VVZ5,B0002IS01G,5.0
A2PAD826IH1HFE,B0002IS01G,4.0
A2PAD826IH1HFE,B0002ISFP2,5.0
A11GZV4XE76S5N,B0002IVS4M,5.0
A39O8WQL2JC4PN,B0002IX822,5.0
A39O8WQL2JC4PN,B0002IX83G,4.0
A1Y2BG1GPW1VT6,B0002J1JKY,4.0
A242TAWCETKSVX,B0002J1PNK,5.0
A1LQ09Z6CZFCTR,B0002J4JTW,1.0
APEJ8EJCC8PQ8,B0002J4JTW,3.0
A3DDSAGWD0UN9H,B0002J58Y2,5.0
A2CJVLER896Q7L,B0002J6GL6,5.0
AEQ4UWI5KZQEK,B0002J6H2Y,5.0
A3V1A3C9DTLPME,B0002J92RQ,1.0
A33GGROUQRQZS,B0002JEG40,4.0
A2PAD826IH1HFE,B0002JEG40,3.0
A3DDSAGWD0UN9H,B0002JEPKK,4.0
A5QDZEOIMQ4LW,B0002JETTC,5.0
A5QDZEOIMQ4LW,B0002JETWE,5.0
A1Y2BG1GPW1VT6,B0002JEV04,5.0
AV8MDYLHHTUOY,B0002JF5CM,5.0
A2C46HQIZLYJUC,B0002JKLVC,5.0
A1S5B7S1NVEV0M,B0002JKOZA,3.0
A2FAF1J19NO0ID,B0002JKOZA,2.0
AGSKTBK2SINT9,B0002JKXJW,4.0
AZX1JTWFRK1NT,B0002JL2D8,5.0
A2SHP9GVIU4TI3,B0002JL3AK,5.0
A2A55AXWOFFDVZ,B0002JNLOQ,4.0
A1KGQ62P8SRBRH,B0002JP5A4,5.0
A2AIMXT9PLAM12,B0002JP5A4,5.0
A3DDSAGWD0UN9H,B0002JP5AY,5.0
A2HU5YJ8WZMWNP,B0002JSY48,5.0
A1ZXMMQPYC3Z9I,B0002JSY48,4.0
AK9KK8JXNK22H,B0002KLMD2,5.0
A2X64F7DOMZO23,B0002KPIGE,5.0
A2PAD826IH1HFE,B0002KQO8U,5.0
A21VR7M8O55EF6,B0002KQO8U,5.0
A14Z9LAETO21KL,B0002KSKEQ,4.0
A2KIFQR33XXCWJ,B0002KTW3Y,5.0
A2X64F7DOMZO23,B0002KWSJ4,5.0
A2744KNJHWVXMZ,B0002KYXTM,4.0
A2KFKEME4A9ATW,B0002KYXTM,5.0
A2074KEJGRYJV4,B0002KYXTM,4.0
A26GUM1C5M1E51,B0002KYXTM,1.0
A2W8PVDU48BB02,B0002KYXTM,2.0
A33PUQETQAM8XT,B0002KYXTM,4.0
A3OGCCB0Z7BW44,B0002KYXTM,2.0
A3DGMJN91IUKGU,B0002KYXTM,4.0
A2XVE2J5WGCSGX,B0002KZ6CK,5.0
A2KI91IR3RA7D0,B0002KZAK8,5.0
A1J7TNASRMM7RE,B0002KZAK8,5.0
A2SUG35F6A6S3C,B0002KZAK8,5.0
AJCHGS1GND4OA,B0002KZAKS,5.0
A2YGWCX3DQ6ER0,B0002KZAKS,5.0
A2KI91IR3RA7D0,B0002KZAKS,4.0
A1NAA1R38JSNHV,B0002KZAKS,5.0
AJGIN15VFGXBG,B0002KZAKS,2.0
A2H629SI5VJGRM,B0002KZAKS,5.0
AKPVT396SPLII,B0002KZAKS,5.0
AOINAOO0NQRGN,B0002KZAKS,5.0
A2KI91IR3RA7D0,B0002KZB0W,5.0
AONGA3BHTK0EG,B0002KZB52,4.0
A1PLZRS9YGDOSU,B0002KZB52,5.0
A205483DF7XVDE,B0002KZB52,5.0
A1365RYO0BLEMI,B0002KZB5C,5.0
A32YDQ7009DEO7,B0002KZB8E,5.0
A34GBLKP9WZ3Y2,B0002KZDD2,4.0
AVQEN2UAO4UU2,B0002KZDIM,5.0
A25ZBYVW8ZINLM,B0002KZDIM,5.0
A34O0KQV4QXWNQ,B0002KZDKA,3.0
A136IQFGB01KQB,B0002KZDKA,1.0
A34O0KQV4QXWNQ,B0002KZDLE,4.0
ASCOQL6HNN0OE,B0002KZDLE,5.0
A37HQS636V4VPL,B0002KZDM8,5.0
A3JEUP3QGMVMLF,B0002KZDN2,1.0
A1365RYO0BLEMI,B0002KZDN2,3.0
AGYH5U11ZKPFB,B0002KZDN2,5.0
A1MJA3N5W8KKCG,B0002KZDN2,5.0
ADH0O8UVJOT10,B0002KZDN2,5.0
APO2JKUII5AZI,B0002KZDOG,4.0
A1HQN6CNAO683Y,B0002KZDOG,4.0
A25ZBYVW8ZINLM,B0002KZDOG,5.0
A32BCTL0HLOXRV,B0002KZDPK,3.0
A2PFX6WO88KTYB,B0002KZDPK,4.0
A3I3AUQRHLYYBJ,B0002KZE7C,5.0
A2Y8JW5NSY95OL,B0002KZE7C,1.0
A3FUKVX3B48315,B0002KZE7C,4.0
A2VY4F62JE9HCJ,B0002KZE7C,5.0
A781ITP3HE2N5,B0002KZE7C,4.0
A36R9WKJCFDIAH,B0002KZE7C,5.0
A330W6L217G0U6,B0002KZE7C,5.0
A36P367G4ZH6Z0,B0002KZE7C,5.0
A136IQFGB01KQB,B0002KZE7C,1.0
AENULRBQ2IE5I,B0002KZE7C,5.0
A3L1VJMHFWONCB,B0002KZE8G,5.0
A2QMNA0ZT6XMRR,B0002KZE9A,5.0
A2HDEN9SPBWC5I,B0002KZE9U,5.0
A2B5KEYFVC74H3,B0002KZEAE,3.0
A1365RYO0BLEMI,B0002KZEAE,5.0
AGYH5U11ZKPFB,B0002KZEAE,4.0
AKNJANATX8LB8,B0002KZEAO,5.0
A3E0CF25A7LD2,B0002KZEAO,5.0
A3AZ44SMA0QNW7,B0002KZEB8,5.0
A3MZ32748LR7U1,B0002KZEK4,5.0
AGYH5U11ZKPFB,B0002KZELI,4.0
ATJQOAUHB5XB8,B0002KZEMC,5.0
AZVME8JMPD3F4,B0002KZEMC,1.0
A31B0LYT2C92SN,B0002KZEMC,5.0
AR6CAR106LX2Y,B0002KZEMW,5.0
A19J3XY4IO2OYC,B0002KZENQ,5.0
A2F2L5F9OWWVY6,B0002KZENQ,5.0
AKNJANATX8LB8,B0002KZF4Y,5.0
A2Y8JW5NSY95OL,B0002KZF62,4.0
A2Y8JW5NSY95OL,B0002KZF7Q,5.0
A2101DHHDMZ93X,B0002KZF8U,4.0
A118PM0B1PGWDA,B0002KZFEO,3.0
A330W6L217G0U6,B0002KZFS0,5.0
A2G393CVSWP6SZ,B0002KZFXU,5.0
A2VY4F62JE9HCJ,B0002KZFYE,5.0
A36P367G4ZH6Z0,B0002KZFYE,5.0
A136IQFGB01KQB,B0002KZFYE,4.0
AENULRBQ2IE5I,B0002KZFYE,5.0
